tweet_id,favorite_count,retweet_count,followers_count,friends_count,source,retweeted_status,url
671166507850801152,814,314,8942723,18,Twitter for iPhone,Original tweet,https://t.co/gFl60yFJ0w
671163268581498880,1529,1018,8942723,18,Twitter for iPhone,Original tweet,https://t.co/U7DQQdZ0mX
671159727754231808,336,74,8942723,18,Twitter for iPhone,Original tweet,https://t.co/iHLo9rGay1
671154572044468225,662,205,8942723,18,Twitter for iPhone,Original tweet,https://t.co/RcksaUrGNu
671151324042559489,619,138,8942723,18,Twitter for iPhone,Original tweet,https://t.co/NKHx0pcOii
671147085991960577,620,201,8942723,18,Twitter for iPhone,Original tweet,https://t.co/34OhVhMkVr
671141549288370177,1079,603,8942723,18,Twitter for iPhone,Original tweet,https://t.co/HYR611wiA4
671138694582165504,859,370,8942723,18,Twitter for iPhone,Original tweet,https://t.co/ycVJyFFkES
671134062904504320,692,175,8942723,18,Twitter for iPhone,Original tweet,https://t.co/BHxr9O7wJY
671122204919246848,3237,2317,8942723,18,Twitter for iPhone,Original tweet,https://t.co/WzVLdSHJU7
671115716440031232,1272,719,8942723,18,Twitter for iPhone,Original tweet,https://t.co/mZD7Bo7HfV
671109016219725825,1068,402,8942723,18,Twitter for iPhone,Original tweet,https://t.co/sYi2G0he4H
670995969505435648,1032,265,8942723,18,Twitter for iPhone,Original tweet,https://t.co/N9W5L7BLTm
670842764863651840,23033,8014,8942723,18,Twitter for iPhone,Original tweet,https://t.co/yfAAo1gdeY
670840546554966016,545,179,8942723,18,Twitter for iPhone,Original tweet,https://t.co/jBnz3MjTzX
670838202509447168,1036,639,8942723,18,Twitter for iPhone,Original tweet,https://t.co/QY5uvMmmQk
670833812859932673,407,113,8942723,18,Twitter for iPhone,Original tweet,https://t.co/459qWNnV3F
670832455012716544,678,199,8942723,18,Twitter for iPhone,Original tweet,https://t.co/Hj2HtxpcSx
670826280409919488,5136,3742,8942723,18,Twitter for iPhone,Original tweet,https://t.co/XOPXCSXiUT
670823764196741120,724,171,8942723,18,Twitter for iPhone,Original tweet,https://t.co/m3ufSDwHHJ
670822709593571328,563,89,8942723,18,Twitter for iPhone,Original tweet,https://t.co/yrqGyMZhW6
670815497391357952,2949,1411,8942724,18,Twitter for iPhone,Original tweet,https://t.co/nLYruSMRe6
